,Away,Home,away score,home score,image1,image2
0,Illinois,UConn,0,0,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/illinois.svg,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/uconn.svg
1,Clemson,Alabama,0,0,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/clemson.svg,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/alabama.svg
