,Game ID,Team,Away or Home,Score,Rank,Date,Rebounds,Offensive Rebounds,Defensive Rebounds,Assists,Steals,Blocks,Turnovers,Fouls,Rank Diff,Score Diff,3 Pointers Made,3 Pointers Attempted,Free Throws Made,Free Throws Attempted,Field Goals Made,Field Goals Attempted,FG%,FT%,TP%,Off Score,Winner
124,6290086,Northeastern,1,65.0,10,03/09/2024,42,18,24,17,7,2,9,18,3.0,-10.0,7.0,23.0,12.0,21.0,23.0,65.0,0.3538461538461538,0.5714285714285714,0.3043478260869565,75.0,0
125,6290086,Stony Brook,1,75.0,7,03/09/2024,36,7,29,12,3,1,11,17,-3.0,10.0,9.0,20.0,20.0,22.0,23.0,54.0,0.4259259259259259,0.9090909090909092,0.45,65.0,1
126,6290096,Wofford,1,57.0,6,03/09/2024,36,10,26,10,9,4,11,17,3.0,-18.0,7.0,25.0,6.0,9.0,22.0,61.0,0.360655737704918,0.6666666666666666,0.28,75.0,0
127,6290096,Chattanooga,1,75.0,3,03/09/2024,37,7,30,17,5,4,12,15,-3.0,18.0,13.0,31.0,14.0,20.0,24.0,53.0,0.4528301886792453,0.7,0.4193548387096774,57.0,1
128,6290190,Bradley,1,67.0,3,03/09/2024,28,3,25,9,4,1,10,22,1.0,-5.0,8.0,22.0,13.0,15.0,23.0,52.0,0.4423076923076923,0.8666666666666667,0.3636363636363636,72.0,0
129,6290190,Drake,1,72.0,2,03/09/2024,35,10,25,14,5,0,8,14,-1.0,5.0,11.0,24.0,21.0,27.0,20.0,54.0,0.3703703703703703,0.7777777777777778,0.4583333333333333,67.0,1
130,6290458,Oral Roberts,1,63.0,8,03/09/2024,28,8,20,8,4,1,9,18,7.0,-16.0,12.0,35.0,7.0,10.0,22.0,59.0,0.3728813559322034,0.7,0.3428571428571428,79.0,0
131,6290458,South Dakota St.,1,79.0,1,03/09/2024,32,5,27,13,4,0,7,8,-7.0,16.0,8.0,18.0,17.0,20.0,27.0,49.0,0.5510204081632653,0.85,0.4444444444444444,63.0,1
132,6290493,Sacramento St.,1,72.0,10,03/09/2024,32,8,24,11,6,1,11,11,1.0,8.0,6.0,22.0,22.0,25.0,22.0,50.0,0.44,0.88,0.2727272727272727,64.0,1
133,6290493,Idaho,1,64.0,9,03/09/2024,26,5,21,14,5,2,13,21,-1.0,-8.0,10.0,31.0,6.0,6.0,24.0,56.0,0.4285714285714285,1.0,0.3225806451612903,72.0,0
134,6289847,Morehead St.,1,69.0,3,03/09/2024,33,6,27,12,8,4,10,7,2.0,14.0,9.0,24.0,10.0,13.0,25.0,50.0,0.5,0.7692307692307693,0.375,55.0,1
135,6289847,Little Rock,1,55.0,1,03/09/2024,27,8,19,8,3,3,11,9,-2.0,-14.0,7.0,16.0,2.0,5.0,23.0,56.0,0.4107142857142857,0.4,0.4375,69.0,0
136,6289728,Marshall,1,64.0,10,03/09/2024,37,10,27,13,4,3,13,17,8.0,-17.0,7.0,22.0,7.0,11.0,25.0,63.0,0.3968253968253968,0.6363636363636364,0.3181818181818182,81.0,0
137,6289728,James Madison,1,81.0,2,03/09/2024,46,15,31,15,8,2,9,11,-8.0,17.0,8.0,21.0,15.0,24.0,29.0,65.0,0.4461538461538462,0.625,0.3809523809523809,64.0,1
138,6290087,Hampton,1,50.0,14,03/09/2024,36,12,24,5,5,6,9,16,8.0,-30.0,6.0,31.0,14.0,17.0,15.0,64.0,0.234375,0.8235294117647058,0.1935483870967742,80.0,0
139,6290087,Delaware,1,80.0,6,03/09/2024,47,8,39,13,4,4,12,17,-8.0,30.0,9.0,21.0,15.0,19.0,28.0,58.0,0.4827586206896552,0.7894736842105263,0.4285714285714285,50.0,1
140,6290095,Furman,1,79.0,5,03/09/2024,30,6,24,14,9,3,6,10,1.0,3.0,11.0,29.0,10.0,16.0,29.0,63.0,0.4603174603174603,0.625,0.3793103448275862,76.0,1
141,6290095,Western Carolina,1,76.0,4,03/09/2024,39,9,30,12,2,0,13,14,-1.0,-3.0,8.0,19.0,6.0,11.0,31.0,62.0,0.5,0.5454545454545454,0.4210526315789473,79.0,0
142,6290460,Denver,1,61.0,7,03/09/2024,38,8,30,11,3,5,11,19,5.0,1.0,8.0,29.0,9.0,15.0,22.0,56.0,0.3928571428571428,0.6,0.2758620689655172,60.0,1
143,6290460,Kansas City,1,60.0,2,03/09/2024,42,14,28,8,5,2,10,18,-5.0,-1.0,8.0,29.0,12.0,19.0,20.0,62.0,0.3225806451612903,0.631578947368421,0.2758620689655172,61.0,0
144,6290183,San Diego,1,79.0,5,03/09/2024,25,7,18,16,9,5,13,28,1.0,-25.0,7.0,24.0,12.0,19.0,30.0,70.0,0.4285714285714285,0.631578947368421,0.2916666666666667,104.0,0
145,6290183,Santa Clara,1,104.0,4,03/09/2024,55,18,37,21,7,3,20,17,-1.0,25.0,7.0,26.0,35.0,41.0,31.0,64.0,0.484375,0.8536585365853658,0.2692307692307692,79.0,1
146,6290494,Idaho St.,1,68.0,8,03/09/2024,37,13,24,8,8,2,7,8,1.0,8.0,6.0,21.0,8.0,16.0,27.0,63.0,0.4285714285714285,0.5,0.2857142857142857,60.0,1
147,6290494,Northern Arizona,1,60.0,7,03/09/2024,33,5,28,7,6,2,12,16,-1.0,-8.0,6.0,17.0,4.0,7.0,25.0,53.0,0.4716981132075472,0.5714285714285714,0.3529411764705882,68.0,0
148,6290184,Portland,1,51.0,6,03/10/2024,30,8,22,14,3,0,10,12,3.0,-21.0,10.0,28.0,5.0,6.0,18.0,55.0,0.3272727272727272,0.8333333333333334,0.3571428571428571,72.0,0
149,6290184,San Francisco,1,72.0,3,03/10/2024,33,4,29,18,6,3,8,12,-3.0,21.0,11.0,24.0,5.0,6.0,28.0,53.0,0.5283018867924528,0.8333333333333334,0.4583333333333333,51.0,1
150,6289978,Longwood,1,85.0,5,03/10/2024,34,8,26,21,9,1,12,16,3.0,26.0,7.0,13.0,16.0,23.0,31.0,52.0,0.5961538461538461,0.6956521739130435,0.5384615384615384,59.0,1
151,6289978,UNC Asheville,1,59.0,2,03/10/2024,26,9,17,14,8,4,13,17,-3.0,-26.0,5.0,22.0,12.0,14.0,21.0,55.0,0.3818181818181818,0.8571428571428571,0.2272727272727272,85.0,0
152,6290080,Monmouth,1,59.0,8,03/10/2024,32,12,20,11,4,3,10,15,7.0,-24.0,4.0,19.0,13.0,15.0,21.0,57.0,0.3684210526315789,0.8666666666666667,0.2105263157894736,83.0,0
153,6290080,Charleston,1,83.0,1,03/10/2024,36,12,24,20,6,0,7,15,-7.0,24.0,7.0,22.0,12.0,13.0,32.0,63.0,0.5079365079365079,0.9230769230769232,0.3181818181818182,59.0,1
154,6290188,Drake,1,84.0,2,03/10/2024,28,4,24,12,5,2,9,15,1.0,4.0,11.0,18.0,11.0,13.0,31.0,60.0,0.5166666666666667,0.8461538461538461,0.6111111111111112,80.0,1
155,6290188,Indiana St.,1,80.0,1,03/10/2024,32,6,26,13,7,1,11,15,-1.0,-4.0,7.0,24.0,11.0,15.0,31.0,59.0,0.5254237288135594,0.7333333333333333,0.2916666666666667,84.0,0
156,6291159,Bucknell,1,65.0,5,03/10/2024,39,10,29,10,4,1,12,20,4.0,-3.0,9.0,29.0,14.0,19.0,21.0,55.0,0.3818181818181818,0.7368421052631579,0.3103448275862069,68.0,0
157,6291159,Colgate,1,68.0,1,03/10/2024,35,9,26,11,7,4,6,17,-4.0,3.0,5.0,25.0,17.0,28.0,23.0,55.0,0.4181818181818181,0.6071428571428571,0.2,65.0,1
158,6291176,Austin Peay,1,91.0,4,03/10/2024,34,14,20,13,8,1,7,28,2.0,-3.0,5.0,20.0,24.0,27.0,31.0,67.0,0.4626865671641791,0.8888888888888888,0.25,94.0,0
159,6291176,Stetson,1,94.0,2,03/10/2024,32,9,23,9,3,3,10,21,-2.0,3.0,10.0,19.0,32.0,42.0,26.0,50.0,0.52,0.7619047619047619,0.5263157894736842,91.0,1
160,6290081,Towson,1,66.0,5,03/10/2024,36,9,27,9,4,4,16,17,1.0,10.0,6.0,15.0,20.0,26.0,20.0,42.0,0.4761904761904761,0.7692307692307693,0.4,56.0,1
161,6290081,UNC Wilmington,1,56.0,4,03/10/2024,25,9,16,3,11,2,8,19,-1.0,-10.0,4.0,21.0,12.0,17.0,20.0,53.0,0.3773584905660377,0.7058823529411765,0.1904761904761904,66.0,0
162,6290091,Furman,1,77.0,5,03/10/2024,34,11,23,12,8,5,10,23,4.0,-7.0,11.0,38.0,24.0,31.0,21.0,61.0,0.3442622950819672,0.7741935483870968,0.2894736842105263,84.0,0
163,6290091,Samford,1,84.0,1,03/10/2024,36,6,30,15,8,5,15,21,-4.0,7.0,6.0,21.0,22.0,32.0,28.0,51.0,0.5490196078431373,0.6875,0.2857142857142857,77.0,1
164,6291160,Lehigh,1,84.0,6,03/10/2024,36,6,30,10,8,4,9,21,4.0,5.0,12.0,29.0,24.0,30.0,24.0,60.0,0.4,0.8,0.4137931034482758,79.0,1
165,6291160,Boston U,1,79.0,2,03/10/2024,37,6,31,18,3,7,16,24,-4.0,-5.0,16.0,31.0,11.0,21.0,26.0,57.0,0.4561403508771929,0.5238095238095238,0.5161290322580645,84.0,0
166,6290082,Stony Brook,1,91.0,7,03/10/2024,46,12,34,14,4,4,6,17,5.0,3.0,6.0,16.0,11.0,17.0,37.0,74.0,0.5,0.6470588235294118,0.375,88.0,1
167,6290082,Drexel,1,88.0,2,03/10/2024,42,14,28,14,4,3,5,17,-5.0,-3.0,10.0,28.0,16.0,23.0,31.0,75.0,0.4133333333333333,0.6956521739130435,0.3571428571428571,91.0,0
168,6291049,Arkansas St.,1,67.0,4,03/10/2024,36,14,22,8,3,1,8,14,3.0,2.0,5.0,15.0,10.0,12.0,26.0,59.0,0.4406779661016949,0.8333333333333334,0.3333333333333333,65.0,1
169,6291049,Appalachian St.,1,65.0,1,03/10/2024,27,7,20,10,3,3,5,12,-3.0,-2.0,4.0,12.0,9.0,13.0,26.0,53.0,0.490566037735849,0.6923076923076923,0.3333333333333333,67.0,0
170,6290092,East Tenn. St.,1,85.0,7,03/10/2024,52,24,28,10,13,3,9,26,4.0,1.0,12.0,37.0,21.0,33.0,26.0,79.0,0.3291139240506329,0.6363636363636364,0.3243243243243243,84.0,1
171,6290092,Chattanooga,1,84.0,3,03/10/2024,41,8,33,10,7,4,16,23,-4.0,-1.0,6.0,17.0,30.0,40.0,24.0,53.0,0.4528301886792453,0.75,0.3529411764705882,85.0,0
172,6290459,North Dakota St.,1,58.0,5,03/10/2024,24,6,18,11,3,2,13,11,1.0,-10.0,8.0,19.0,6.0,9.0,22.0,44.0,0.5,0.6666666666666666,0.4210526315789473,68.0,0
173,6290459,St. Thomas,1,68.0,4,03/10/2024,26,8,18,9,6,0,11,16,-1.0,10.0,11.0,22.0,5.0,11.0,26.0,51.0,0.5098039215686274,0.4545454545454545,0.5,58.0,1
174,6290491,Sacramento St.,1,74.0,10,03/10/2024,34,11,23,11,8,2,13,20,9.0,5.0,8.0,21.0,26.0,33.0,20.0,50.0,0.4,0.7878787878787878,0.3809523809523809,69.0,1
175,6290491,Eastern Wash.,1,69.0,1,03/10/2024,27,8,19,15,6,4,15,24,-9.0,-5.0,6.0,26.0,23.0,27.0,20.0,50.0,0.4,0.8518518518518519,0.2307692307692307,74.0,0
176,6290083,Delaware,1,58.0,6,03/10/2024,31,7,24,12,2,3,15,14,3.0,-15.0,7.0,23.0,5.0,6.0,23.0,56.0,0.4107142857142857,0.8333333333333334,0.3043478260869565,73.0,0
177,6290083,Hofstra,1,73.0,3,03/10/2024,31,4,27,11,11,2,6,9,-3.0,15.0,5.0,18.0,16.0,19.0,26.0,54.0,0.4814814814814814,0.8421052631578947,0.2777777777777778,58.0,1
178,6290555,Tex. A&M-Comm.,1,69.0,7,03/10/2024,34,11,23,7,6,4,10,16,1.0,5.0,3.0,15.0,20.0,32.0,23.0,49.0,0.4693877551020408,0.625,0.2,64.0,1
179,6290555,Northwestern St.,1,64.0,6,03/10/2024,42,21,21,5,4,1,11,24,-1.0,-5.0,4.0,14.0,8.0,16.0,26.0,66.0,0.3939393939393939,0.5,0.2857142857142857,69.0,0
180,6291050,Texas St.,1,68.0,11,03/10/2024,29,7,22,11,5,6,12,19,9.0,-5.0,3.0,12.0,13.0,18.0,26.0,54.0,0.4814814814814814,0.7222222222222222,0.25,73.0,0
181,6291050,James Madison,1,73.0,2,03/10/2024,39,16,23,13,6,4,13,17,-9.0,5.0,10.0,25.0,17.0,24.0,23.0,58.0,0.396551724137931,0.7083333333333334,0.4,68.0,1
182,6290461,Omaha,1,73.0,6,03/10/2024,30,10,20,6,3,1,9,16,3.0,1.0,4.0,15.0,9.0,15.0,30.0,60.0,0.5,0.6,0.2666666666666666,72.0,1
183,6290461,North Dakota,1,72.0,3,03/10/2024,32,7,25,13,6,2,12,15,-3.0,-1.0,8.0,24.0,10.0,12.0,27.0,55.0,0.4909090909090909,0.8333333333333334,0.3333333333333333,73.0,0
184,6290492,Idaho St.,1,83.0,8,03/10/2024,32,10,22,11,6,1,10,14,6.0,7.0,6.0,18.0,19.0,20.0,29.0,62.0,0.4677419354838709,0.95,0.3333333333333333,76.0,1
185,6290492,N Colorado,1,76.0,2,03/10/2024,30,9,21,13,4,3,12,21,-6.0,-7.0,8.0,22.0,10.0,13.0,29.0,63.0,0.4603174603174603,0.7692307692307693,0.3636363636363636,83.0,0
186,6290553,New Orleans,1,57.0,8,03/11/2024,30,11,19,7,3,4,12,20,4.0,-14.0,4.0,17.0,15.0,20.0,19.0,48.0,0.3958333333333333,0.75,0.2352941176470588,71.0,0
187,6290553,Lamar,1,71.0,4,03/11/2024,35,14,21,14,7,3,8,16,-4.0,14.0,3.0,16.0,20.0,21.0,24.0,56.0,0.4285714285714285,0.9523809523809524,0.1875,57.0,1
188,6289736,Cleveland St.,1,71.0,7,03/11/2024,39,12,27,17,7,6,11,19,6.0,-3.0,3.0,16.0,16.0,22.0,26.0,63.0,0.4126984126984127,0.7272727272727273,0.1875,74.0,0
189,6289736,Oakland,1,74.0,1,03/11/2024,38,13,25,20,9,5,11,17,-6.0,3.0,10.0,31.0,16.0,23.0,24.0,62.0,0.3870967741935484,0.6956521739130435,0.3225806451612903,71.0,1
190,6290090,East Tenn. St.,1,69.0,7,03/11/2024,41,15,26,8,6,3,19,29,6.0,-7.0,6.0,23.0,15.0,29.0,24.0,59.0,0.4067796610169492,0.5172413793103449,0.2608695652173913,76.0,0
191,6290090,Samford,1,76.0,1,03/11/2024,32,7,25,11,9,5,14,24,-6.0,7.0,5.0,18.0,25.0,37.0,23.0,53.0,0.4339622641509434,0.6756756756756757,0.2777777777777778,69.0,1
192,6290456,St. Thomas,1,49.0,4,03/11/2024,33,9,24,9,6,1,11,16,3.0,-10.0,7.0,29.0,8.0,12.0,17.0,52.0,0.3269230769230769,0.6666666666666666,0.2413793103448276,59.0,0
193,6290456,South Dakota St.,1,59.0,1,03/11/2024,30,3,27,11,2,2,9,14,-3.0,10.0,9.0,25.0,8.0,11.0,21.0,48.0,0.4375,0.7272727272727273,0.36,49.0,1
194,6291048,Arkansas St.,1,71.0,4,03/11/2024,36,17,19,14,3,4,10,13,2.0,-20.0,7.0,25.0,22.0,29.0,21.0,59.0,0.3559322033898305,0.7586206896551724,0.28,91.0,0
195,6291048,James Madison,1,91.0,2,03/11/2024,30,5,25,16,5,5,7,18,-2.0,20.0,11.0,19.0,10.0,15.0,35.0,56.0,0.625,0.6666666666666666,0.5789473684210527,71.0,1
196,6290489,Montana St.,1,91.0,5,03/11/2024,28,6,22,15,8,4,14,12,1.0,9.0,13.0,27.0,16.0,18.0,31.0,56.0,0.5535714285714286,0.8888888888888888,0.4814814814814814,82.0,1
197,6290489,Weber St.,1,82.0,4,03/11/2024,27,11,16,13,7,2,14,17,-1.0,-9.0,10.0,26.0,10.0,13.0,31.0,63.0,0.492063492063492,0.7692307692307693,0.3846153846153846,91.0,0
198,6290058,Stony Brook,1,63.0,7,03/11/2024,42,10,32,9,6,4,15,15,4.0,4.0,8.0,21.0,17.0,22.0,19.0,50.0,0.38,0.7727272727272727,0.3809523809523809,59.0,1
199,6290058,Hofstra,1,59.0,3,03/11/2024,30,6,24,14,10,2,10,17,-4.0,-4.0,10.0,29.0,9.0,12.0,20.0,57.0,0.3508771929824561,0.75,0.3448275862068966,63.0,0
200,6290554,Tex. A&M-Comm.,1,51.0,7,03/11/2024,27,7,20,9,9,3,9,13,4.0,-21.0,6.0,26.0,9.0,14.0,18.0,57.0,0.3157894736842105,0.6428571428571429,0.2307692307692307,72.0,0
201,6290554,Nicholls,1,72.0,3,03/11/2024,39,4,35,12,5,4,15,12,-4.0,21.0,8.0,14.0,8.0,12.0,28.0,50.0,0.56,0.6666666666666666,0.5714285714285714,51.0,1
202,6290181,Santa Clara,1,65.0,4,03/11/2024,24,6,18,13,7,4,8,17,3.0,-14.0,7.0,14.0,8.0,12.0,25.0,53.0,0.4716981132075472,0.6666666666666666,0.5,79.0,0
203,6290181,Saint Mary's,1,79.0,1,03/11/2024,35,11,24,20,6,3,10,15,-3.0,14.0,9.0,24.0,10.0,18.0,30.0,56.0,0.5357142857142857,0.5555555555555556,0.375,65.0,1
204,6289737,Milwaukee,1,82.0,6,03/11/2024,50,16,34,13,4,6,14,19,1.0,7.0,5.0,15.0,21.0,30.0,28.0,61.0,0.4590163934426229,0.7,0.3333333333333333,75.0,1
205,6289737,N Kentucky,1,75.0,5,03/11/2024,28,8,20,18,8,3,5,21,-1.0,-7.0,9.0,26.0,12.0,15.0,27.0,69.0,0.391304347826087,0.8,0.3461538461538461,82.0,0
206,6290457,Denver,1,66.0,7,03/11/2024,35,9,26,9,9,2,8,16,1.0,3.0,10.0,30.0,8.0,17.0,24.0,63.0,0.3809523809523809,0.4705882352941176,0.3333333333333333,63.0,1
207,6290457,Omaha,1,63.0,6,03/11/2024,42,8,34,9,4,2,13,16,-1.0,-3.0,6.0,24.0,17.0,24.0,20.0,52.0,0.3846153846153846,0.7083333333333334,0.25,66.0,0
208,6290490,Portland St.,1,81.0,6,03/11/2024,43,16,27,4,4,3,13,26,3.0,-6.0,6.0,17.0,21.0,29.0,27.0,66.0,0.4090909090909091,0.7241379310344828,0.3529411764705882,87.0,0
209,6290490,Montana,1,87.0,3,03/11/2024,30,4,26,15,4,2,11,22,-3.0,6.0,9.0,27.0,22.0,30.0,28.0,55.0,0.509090909090909,0.7333333333333333,0.3333333333333333,81.0,1
210,6290182,San Francisco,1,77.0,3,03/11/2024,32,9,23,21,0,4,8,17,1.0,-12.0,11.0,31.0,8.0,11.0,29.0,63.0,0.4603174603174603,0.7272727272727273,0.3548387096774194,89.0,0
211,6290182,Gonzaga,1,89.0,2,03/11/2024,37,11,26,23,5,1,3,12,-1.0,12.0,11.0,20.0,16.0,23.0,31.0,61.0,0.5081967213114754,0.6956521739130435,0.55,77.0,1
212,6291295,Davidson,1,63.0,13,03/12/2024,32,6,26,12,7,10,20,18,1.0,-8.0,5.0,17.0,14.0,21.0,22.0,49.0,0.4489795918367347,0.6666666666666666,0.2941176470588235,71.0,0
213,6291295,Fordham,1,71.0,12,03/12/2024,47,22,25,13,12,4,14,18,-1.0,8.0,6.0,24.0,17.0,24.0,24.0,68.0,0.3529411764705882,0.7083333333333334,0.25,63.0,1
214,6291174,Oklahoma St.,1,62.0,13,03/12/2024,37,10,27,12,4,11,13,16,1.0,-15.0,9.0,29.0,7.0,11.0,23.0,62.0,0.3709677419354839,0.6363636363636364,0.3103448275862069,77.0,0
215,6291174,UCF,1,77.0,12,03/12/2024,43,13,30,12,9,9,7,8,-1.0,15.0,9.0,18.0,18.0,24.0,25.0,62.0,0.4032258064516129,0.75,0.5,62.0,1
216,6291095,Georgia Tech,1,80.0,13,03/12/2024,23,7,16,18,5,1,7,15,1.0,-4.0,8.0,27.0,18.0,22.0,27.0,57.0,0.4736842105263157,0.8181818181818182,0.2962962962962963,84.0,0
217,6291095,Notre Dame,1,84.0,12,03/12/2024,31,8,23,16,4,0,14,17,-1.0,4.0,12.0,23.0,16.0,19.0,28.0,52.0,0.5384615384615384,0.8421052631578947,0.5217391304347826,80.0,1
218,6291296,G. Washington,1,60.0,15,03/12/2024,42,8,34,13,4,2,10,13,5.0,-1.0,10.0,23.0,16.0,24.0,17.0,49.0,0.3469387755102041,0.6666666666666666,0.4347826086956521,61.0,0
219,6291296,La Salle,1,61.0,10,03/12/2024,38,11,27,10,7,2,4,17,-5.0,1.0,8.0,23.0,5.0,8.0,24.0,67.0,0.3582089552238806,0.625,0.3478260869565217,60.0,1
220,6291175,West Virginia,1,85.0,14,03/12/2024,32,6,26,18,4,3,9,18,3.0,-5.0,10.0,22.0,13.0,18.0,31.0,56.0,0.5535714285714286,0.7222222222222222,0.4545454545454545,90.0,0
221,6291175,Cincinnati,1,90.0,11,03/12/2024,36,14,22,17,4,2,8,18,-3.0,5.0,16.0,38.0,16.0,21.0,29.0,65.0,0.4461538461538462,0.7619047619047619,0.4210526315789473,85.0,1
222,6291096,Louisville,1,85.0,15,03/12/2024,26,7,19,11,6,4,16,23,5.0,-9.0,10.0,18.0,11.0,11.0,32.0,58.0,0.5517241379310345,1.0,0.5555555555555556,94.0,0
223,6291096,NC State,1,94.0,10,03/12/2024,27,8,19,14,12,5,9,12,-5.0,9.0,7.0,19.0,33.0,40.0,27.0,51.0,0.5294117647058824,0.825,0.3684210526315789,85.0,1
224,6291297,Saint Louis,1,74.0,14,03/12/2024,35,9,26,20,7,3,9,19,3.0,3.0,6.0,22.0,12.0,20.0,28.0,59.0,0.4745762711864407,0.6,0.2727272727272727,71.0,1
225,6291297,Rhode Island,1,71.0,11,03/12/2024,33,8,25,12,4,3,11,17,-3.0,-3.0,6.0,19.0,15.0,24.0,25.0,54.0,0.4629629629629629,0.625,0.3157894736842105,74.0,0
226,6291544,New Hampshire,1,59.0,4,03/12/2024,41,11,30,10,8,5,15,14,3.0,-7.0,4.0,28.0,13.0,15.0,21.0,59.0,0.3559322033898305,0.8666666666666667,0.1428571428571428,66.0,0
227,6291544,Vermont,1,66.0,1,03/12/2024,36,8,28,14,11,3,10,13,-3.0,7.0,7.0,26.0,11.0,16.0,24.0,58.0,0.4137931034482758,0.6875,0.2692307692307692,59.0,1
228,6291263,Canisius,1,77.0,9,03/12/2024,35,9,26,15,10,6,12,16,1.0,16.0,5.0,18.0,4.0,7.0,34.0,62.0,0.5483870967741935,0.5714285714285714,0.2777777777777778,61.0,1
229,6291263,Mount St. Mary's,1,61.0,8,03/12/2024,27,8,19,14,3,3,15,11,-1.0,-16.0,8.0,19.0,5.0,10.0,24.0,55.0,0.4363636363636363,0.5,0.4210526315789473,77.0,0
230,6291545,Bryant,1,70.0,3,03/12/2024,35,7,28,10,7,9,13,22,1.0,-7.0,5.0,24.0,5.0,15.0,30.0,64.0,0.46875,0.3333333333333333,0.2083333333333333,77.0,0
231,6291545,UMass-Lowell,1,77.0,2,03/12/2024,46,13,33,12,8,2,11,15,-1.0,7.0,6.0,19.0,15.0,23.0,28.0,67.0,0.417910447761194,0.6521739130434783,0.3157894736842105,70.0,1
232,6290551,Lamar,1,57.0,4,03/12/2024,34,11,23,13,3,4,17,17,3.0,-19.0,9.0,29.0,14.0,22.0,17.0,47.0,0.3617021276595745,0.6363636363636364,0.3103448275862069,76.0,0
233,6290551,McNeese,1,76.0,1,03/12/2024,32,10,22,11,10,1,6,21,-3.0,19.0,3.0,13.0,15.0,25.0,29.0,56.0,0.5178571428571429,0.6,0.2307692307692307,57.0,1
234,6289735,Milwaukee,1,76.0,6,03/12/2024,37,12,25,18,3,4,7,23,5.0,-7.0,4.0,19.0,14.0,19.0,29.0,66.0,0.4393939393939394,0.7368421052631579,0.2105263157894736,83.0,0
235,6289735,Oakland,1,83.0,1,03/12/2024,41,13,28,17,5,11,7,15,-5.0,7.0,8.0,22.0,21.0,27.0,27.0,62.0,0.4354838709677419,0.7777777777777778,0.3636363636363636,76.0,1
236,6290056,Stony Brook,1,79.0,7,03/12/2024,37,7,30,9,6,3,7,17,6.0,-3.0,15.0,35.0,6.0,12.0,29.0,67.0,0.4328358208955223,0.5,0.4285714285714285,82.0,0
237,6290056,Charleston,1,82.0,1,03/12/2024,46,12,34,16,6,2,9,15,-6.0,3.0,13.0,30.0,11.0,17.0,29.0,67.0,0.4328358208955223,0.6470588235294118,0.4333333333333333,79.0,1
238,6291097,Miami (FL),1,65.0,14,03/12/2024,36,16,20,12,7,2,6,11,3.0,-16.0,7.0,29.0,4.0,7.0,27.0,71.0,0.380281690140845,0.5714285714285714,0.2413793103448276,81.0,0
239,6291097,Boston College,1,81.0,11,03/12/2024,43,12,31,14,4,2,11,10,-3.0,16.0,11.0,31.0,8.0,9.0,31.0,63.0,0.492063492063492,0.8888888888888888,0.3548387096774194,65.0,1
240,6291546,Wagner,1,54.0,6,03/12/2024,42,10,32,5,2,2,12,10,4.0,7.0,2.0,15.0,8.0,14.0,22.0,49.0,0.4489795918367347,0.5714285714285714,0.1333333333333333,47.0,1
241,6291546,Merrimack,1,47.0,2,03/12/2024,27,8,19,12,5,2,9,14,-4.0,-7.0,10.0,38.0,3.0,3.0,17.0,57.0,0.2982456140350877,1.0,0.2631578947368421,54.0,0
242,6291264,Manhattan,1,57.0,10,03/12/2024,31,6,25,13,5,5,12,16,3.0,-3.0,5.0,13.0,12.0,14.0,20.0,46.0,0.4347826086956521,0.8571428571428571,0.3846153846153846,60.0,0
243,6291264,Iona,1,60.0,7,03/12/2024,31,12,19,11,6,1,7,15,-3.0,3.0,10.0,27.0,8.0,14.0,21.0,55.0,0.3818181818181818,0.5714285714285714,0.3703703703703703,57.0,1
244,6290487,Sacramento St.,1,71.0,10,03/12/2024,32,11,21,10,5,3,8,14,5.0,-3.0,11.0,27.0,6.0,12.0,27.0,66.0,0.4090909090909091,0.5,0.4074074074074074,74.0,0
245,6290487,Montana St.,1,74.0,5,03/12/2024,37,6,31,12,5,7,12,13,-5.0,3.0,11.0,27.0,7.0,8.0,28.0,57.0,0.4912280701754385,0.875,0.4074074074074074,71.0,1
246,6290180,Gonzaga,1,60.0,2,03/12/2024,22,5,17,17,5,4,7,18,1.0,-9.0,2.0,11.0,10.0,14.0,24.0,54.0,0.4444444444444444,0.7142857142857143,0.1818181818181818,69.0,0
247,6290180,Saint Mary's,1,69.0,1,03/12/2024,39,12,27,15,6,2,13,14,-1.0,9.0,6.0,15.0,15.0,22.0,24.0,51.0,0.4705882352941176,0.6818181818181818,0.4,60.0,1
248,6290552,Nicholls,1,81.0,3,03/12/2024,39,9,30,11,9,2,20,19,1.0,8.0,5.0,18.0,24.0,33.0,26.0,54.0,0.4814814814814814,0.7272727272727273,0.2777777777777778,73.0,1
249,6290552,Texas A&M-CC,1,73.0,2,03/12/2024,29,6,23,15,11,3,17,28,-1.0,-8.0,8.0,24.0,17.0,21.0,24.0,58.0,0.4137931034482758,0.8095238095238095,0.3333333333333333,81.0,0
250,6291255,FIU,1,76.0,9,03/12/2024,23,5,18,16,10,3,12,16,1.0,9.0,11.0,22.0,5.0,8.0,30.0,56.0,0.5357142857142857,0.625,0.5,67.0,1
251,6291255,Jacksonville St.,1,67.0,8,03/12/2024,36,13,23,14,3,6,15,12,-1.0,-9.0,4.0,12.0,9.0,18.0,27.0,55.0,0.4909090909090909,0.5,0.3333333333333333,76.0,0
252,6290455,Denver,1,68.0,7,03/12/2024,38,8,30,13,7,3,7,22,6.0,-8.0,11.0,36.0,5.0,10.0,26.0,68.0,0.3823529411764705,0.5,0.3055555555555556,76.0,0
253,6290455,South Dakota St.,1,76.0,1,03/12/2024,42,6,36,14,3,1,9,10,-6.0,8.0,9.0,23.0,15.0,22.0,26.0,56.0,0.4642857142857143,0.6818181818181818,0.391304347826087,68.0,1
