,Away,Home,away score,home score,image1,image2
0,NC State,Purdue,0,0,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/north-carolina-st.svg,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/purdue.svg
1,Alabama,UConn,0,0,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/alabama.svg,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/uconn.svg
